Account#,Gross_TWR,qaswdfghj
22975852,0.020647322,gjhk
27389428,0.026343016,gjhk
30940095,0.152232421,gjhk
34538615,0.83079997,gjhk
30908982,0.497655028,gjhk
14012180,0.06422947,gjhk
67515928,0.832870269,gjhk
69344263,0.97465466,gjhk
28485610,0.231376851,gjhk
48401188,0.988648626,gjhk
24128930,0.39706661,gjhk
87210084,0.799357002,gjhk
80208547,0.870670031,gjhk
48458022,0.572086682,gjhk
10114355,0.17804987,gjhk
47080933,0.264784167,gjhk
78592380,0.779007144,gjhk
47024494,0.169241454,gjhk
79514517,0.845266813,gjhk
60734405,0.843373329,gjhk
39997432,0.172387705,gjhk
51845174,0.300912463,gjhk
43124143,0.811737236,gjhk
91771669,0.146726863,gjhk
54681713,0.474566772,gjhk
36992535,0.707222142,gjhk
51318906,0.056157906,gjhk
56262609,0.48515819,gjhk
77356347,0.269827152,gjhk
90064286,0.347706996,gjhk
15750569,0.715541796,gjhk
47204615,0.863394698,gjhk
66437279,0.685862876,gjhk
69907407,0.290492956,gjhk
55834114,0.764720689,gjhk
58040654,0.273164455,gjhk
35120472,0.88899876,gjhk
43919090,0.14139737,gjhk
24047505,0.385252495,gjhk
10624186,0.00407317,gjhk
79900306,0.903270575,gjhk
72519325,0.410312561,gjhk
34903872,0.265456545,gjhk
65135523,0.061148057,gjhk
30044224,0.697646223,gjhk
65981772,0.953282627,gjhk
49079797,0.11088333,gjhk
40426291,0.848044579,gjhk
14451175,0.812138965,gjhk
46644018,0.191034339,gjhk
18845548,0.765180936,gjhk
23162486,0.096009935,gjhk
81800176,0.820104505,gjhk
24229875,0.054006184,gjhk
89279454,0.484712145,gjhk
50222991,0.222448519,gjhk
94292726,0.957754676,gjhk
62221153,0.467085005,gjhk
73679507,0.39539164,gjhk
75604306,0.372097297,gjhk
44256255,0.982030374,gjhk
33583477,0.062437986,gjhk
22242033,0.907229207,gjhk
81223546,0.751155863,gjhk
52785651,0.130193982,gjhk
50676774,0.405916622,gjhk
78864072,0.99128356,gjhk
61715868,0.081202848,gjhk
51920551,0.910234545,gjhk
76305703,0.351058468,gjhk
90329609,0.231587037,gjhk
41863790,0.829103092,gjhk
57433706,0.261326355,gjhk
60179763,0.565350124,gjhk
28554483,0.078833613,gjhk
85907035,0.809165203,gjhk
83458009,0.038814099,gjhk
38970744,0.449119146,gjhk
61951319,0.337997369,gjhk
12545154,0.795962742,gjhk
97162842,0.283541037,gjhk
18167618,0.89120482,gjhk
95539378,0.511033992,gjhk
86106352,0.230943467,gjhk
85585994,0.41405551,gjhk
45438876,0.469875987,gjhk
14615944,0.450444218,gjhk
86503741,0.689181587,gjhk
46913844,0.979899005,gjhk
12286283,0.19534529,gjhk
75366007,0.620430517,gjhk
13765406,0.011125813,gjhk
60642321,0.194348102,gjhk
77268687,0.18411101,gjhk
85188531,0.771335484,gjhk
11612664,0.965649378,gjhk
24109133,0.678685409,gjhk
39628235,0.315328014,gjhk
49897682,0.176408198,gjhk
32471253,0.951725669,gjhk
16241084,0.160620776,gjhk
42134146,0.819166111,gjhk
69468885,0.783291448,gjhk
16678082,0.898394812,gjhk
10396341,0.632791056,gjhk
22247713,0.480237513,gjhk
20460429,0.020015837,gjhk
88638927,0.959382848,gjhk
57768234,0.375747589,gjhk
45254670,0.569408618,gjhk
63491873,0.990912153,gjhk
21525713,0.766972144,gjhk
64420310,0.112753807,gjhk
43766028,0.162559396,gjhk
86179172,0.593575955,gjhk
78658019,0.868984784,gjhk
91827025,0.617803969,gjhk
92892937,0.614941607,gjhk
68386818,0.819644796,gjhk
68752049,0.292446542,gjhk
69085014,0.949907157,gjhk
74727326,0.017870426,gjhk
55162094,0.156264481,gjhk
17103710,0.942113123,gjhk
13413020,0.836667947,gjhk
44241930,0.195635734,gjhk
57543721,0.496723695,gjhk
88037692,0.228048299,gjhk
89430600,0.558661943,gjhk
58668600,0.645914942,gjhk
68908817,0.565059836,gjhk
22577570,0.848611763,gjhk
98345484,0.220605735,gjhk
98869579,0.549668531,gjhk
33235498,0.366484599,gjhk
93669612,0.55626912,gjhk
17322242,0.309032899,gjhk
89017354,0.71436538,gjhk
42002340,0.200559911,gjhk
59774231,0.236101918,gjhk
76565083,0.213400392,gjhk
13694748,0.624887162,gjhk
43238308,0.544091832,gjhk
26899238,0.667651989,gjhk
16036905,0.721869538,gjhk
42060826,0.516846974,gjhk
65879105,0.601860065,gjhk
49473085,0.606932998,gjhk
72886491,0.245801065,gjhk
26159030,0.415124573,gjhk
42687121,0.582811003,gjhk
73291359,0.02281204,gjhk
73761658,0.965538941,gjhk
65692812,0.515847614,gjhk
86952829,0.946477297,gjhk
76165206,0.863143265,gjhk
60731471,0.502379668,gjhk
45538627,0.677224874,gjhk
87988196,0.721157753,gjhk
80657534,0.541828989,gjhk
93742012,0.265257001,gjhk
68705018,0.26533489,gjhk
40595005,0.311397288,gjhk
40870178,0.441596831,gjhk
16206691,0.835222456,gjhk
62907063,0.823825497,gjhk
62928364,0.356068981,gjhk
81316043,0.627564342,gjhk
66197694,0.816279682,gjhk
60162802,0.396853133,gjhk
51568752,0.18293828,gjhk
47705829,0.930331675,gjhk
35625343,0.074667441,gjhk
96175278,0.072555107,gjhk
92547443,0.566240206,gjhk
23414390,0.606223853,gjhk
77490628,0.817330156,gjhk
87463840,0.839071019,gjhk
33868317,0.518624576,gjhk
84661918,0.039240114,gjhk
74761494,0.210282044,gjhk
61834103,0.987767004,gjhk
37700614,0.751972186,gjhk
81327967,0.871974504,gjhk
93584466,0.71577496,gjhk
74883035,0.374716891,gjhk
21552068,0.846372209,gjhk
39233520,0.549268917,gjhk
54857176,0.215031449,gjhk
12730690,0.444436293,gjhk
39953823,0.335093896,gjhk
55336014,0.380063677,gjhk
52879183,0.662197514,gjhk
61464396,0.249969609,gjhk
84293311,0.842885384,gjhk
57897202,0.874710318,gjhk
47451384,0.576009554,gjhk
40743911,0.337306467,gjhk
19381187,0.849020611,gjhk
64955956,0.539270771,gjhk
91252267,0.262632605,gjhk
38898241,0.376733884,gjhk
18521702,0.118350562,gjhk
74952865,0.84932839,gjhk
15247818,0.752448287,gjhk
24344947,0.500251172,gjhk
41283527,0.877296127,gjhk
43588175,0.243274444,gjhk
83897237,0.309094695,gjhk
43837939,0.035703253,gjhk
19280977,0.499471851,gjhk
12183625,0.027296719,gjhk
21566193,0.164421683,gjhk
96087916,0.798307756,gjhk
22111319,0.384967973,gjhk
55747062,0.311737367,gjhk
12606834,0.256420526,gjhk
13933929,0.465908707,gjhk
14903629,0.063699131,gjhk
75239985,0.114563274,gjhk
39811443,0.678662458,gjhk
18211417,0.397851802,gjhk
46637152,0.121368214,gjhk
19173056,0.630920751,gjhk
51054893,0.62287914,gjhk
40632829,0.562136138,gjhk
52329236,0.33422049,gjhk
24901620,0.324052817,gjhk
82054254,0.080824149,gjhk
64819255,0.958754756,gjhk
85298038,0.07755983,gjhk
13711579,0.440864496,gjhk
18984528,0.839743766,gjhk
63378328,0.383641593,gjhk
34677256,0.373180758,gjhk
72927897,0.394713756,gjhk
82154468,0.585717598,gjhk
42096460,0.918730753,gjhk
22762708,0.151707086,gjhk
95863025,0.746635548,gjhk
33624063,0.758921481,gjhk
14586962,0.858277894,gjhk
37097338,0.582988602,gjhk
50993284,0.708664442,gjhk
53370800,0.639988995,gjhk
20846228,0.425215339,gjhk
80074514,0.088210415,gjhk
52355958,0.713651282,gjhk
11686051,0.104885,gjhk
87552532,0.208212539,gjhk
90482014,0.769316345,gjhk
33677189,0.936458299,gjhk
11220451,0.137174869,gjhk
73632488,0.352448514,gjhk
52161581,0.198382845,gjhk
34574683,0.582250127,gjhk
53592899,0.86356924,gjhk
42536398,0.490685818,gjhk
55720304,0.778718799,gjhk
13814889,0.241832014,gjhk
67034568,0.922074448,gjhk
53045532,0.045107724,gjhk
37704550,0.249596377,gjhk
77088637,0.172245855,gjhk
23952420,0.998175325,gjhk
25856611,0.229320599,gjhk
36991114,0.937780541,gjhk
75810559,0.013905667,gjhk
43044742,0.987388674,gjhk
63296700,0.963021134,gjhk
75874906,0.454944137,gjhk
17232805,0.132493467,gjhk
97347764,0.961245238,gjhk
34406552,0.461805526,gjhk
41784892,0.289480776,gjhk
79860409,0.606069266,gjhk
33531029,0.184323712,gjhk
25463237,0.476151571,gjhk
60828147,0.799734856,gjhk
82346533,0.579014131,gjhk
53649946,0.447689543,gjhk
40958139,0.271838099,gjhk
51541754,0.877082231,gjhk
97449611,0.120853088,gjhk
49863900,0.873842051,gjhk
24991181,0.46100262,gjhk
72564327,0.930147389,gjhk
96497920,0.477683283,gjhk
81155711,0.967998511,gjhk
19552832,0.014071574,gjhk
95687676,0.675506195,gjhk
90647028,0.716377016,gjhk
90323051,0.932438779,gjhk
63726141,0.532979377,gjhk
92257189,0.785751163,gjhk
18771113,0.341692616,gjhk
36629791,0.553383082,gjhk
39973779,0.084922116,gjhk
21768880,0.304048208,gjhk
68815652,0.429752142,gjhk
23277938,0.796657927,gjhk
65840616,0.444245887,gjhk
38645672,0.533312916,gjhk
12422595,0.37616887,gjhk
49165425,0.33228633,gjhk
78724437,0.354744683,gjhk
87964004,0.330589893,gjhk
93130855,0.849523269,gjhk
76604999,0.450385073,gjhk
83672188,0.017086542,gjhk
13818974,0.79807676,gjhk
22711916,0.055363467,gjhk
77802761,0.288305257,gjhk
43363683,0.532269698,gjhk
71544739,0.519657294,gjhk
29949531,0.823613408,gjhk
67001771,0.273156827,gjhk
91254874,0.749175631,gjhk
96194307,0.806011508,gjhk
36474499,0.006398905,gjhk
11249365,0.061877637,gjhk
34086030,0.640830203,gjhk
81626112,0.595115257,gjhk
71267599,0.708774599,gjhk
41355690,0.094742649,gjhk
15106331,0.587473558,gjhk
37254608,0.008040886,gjhk
29858400,0.611451542,gjhk
90648196,0.901235115,gjhk
98494073,0.246072526,gjhk
47793939,0.895762062,gjhk
89088766,0.874055191,gjhk
20236102,0.011409437,gjhk
28423854,0.502991954,gjhk
72079671,0.799992602,gjhk
39144646,0.467619577,gjhk
98726836,0.932231148,gjhk
86142185,0.819644848,gjhk
38936750,0.56059292,gjhk
95527707,0.287631255,gjhk
16751444,0.844166026,gjhk
17829184,0.219035453,gjhk
97299660,0.103591188,gjhk
76059360,0.893552076,gjhk
56449407,0.76530781,gjhk
12355671,0.266958788,gjhk
86034683,0.415890926,gjhk
90117064,0.729880291,gjhk
78529431,0.334496458,gjhk
61634607,0.89788352,gjhk
46400056,0.955279208,gjhk
32632016,0.860462425,gjhk
71565581,0.917034386,gjhk
40191214,0.159836296,gjhk
82887234,0.42118849,gjhk
50157094,0.279080155,gjhk
19579501,0.269539672,gjhk
47539503,0.071741885,gjhk
56574350,0.041606698,gjhk
16658132,0.597847459,gjhk
88608544,0.458109576,gjhk
57976390,0.607834074,gjhk
75496435,0.223600884,gjhk
87955827,0.362308447,gjhk
48619799,0.583960965,gjhk
20102935,0.661232587,gjhk
29389917,0.364693416,gjhk
37884673,0.830234914,gjhk
29239544,0.740605102,gjhk
95367806,0.173781486,gjhk
86455441,0.452197058,gjhk
83563808,0.565757224,gjhk
56412817,0.788801562,gjhk
67190498,0.114643508,gjhk
38601916,0.841158875,gjhk
22616048,0.386352767,gjhk
56724598,0.47335849,gjhk
14098304,0.460090311,gjhk
78098035,0.183111482,gjhk
66840162,0.512712978,gjhk
61594037,0.186528581,gjhk
88400915,0.234222725,gjhk
70249653,0.404566236,gjhk
14443412,0.771957683,gjhk
12905450,0.547919339,gjhk
92471622,0.35578282,gjhk
68460200,0.114248254,gjhk
35408201,0.136076269,gjhk
75701528,0.470378338,gjhk
48709577,0.813701098,gjhk
25014669,0.92022263,gjhk
81721255,0.754066966,gjhk
99927028,0.55299459,gjhk
96782013,0.684944531,gjhk
47020413,0.542025259,gjhk
17916250,0.891568887,gjhk
77787415,0.522987705,gjhk
87775056,0.549792133,gjhk
39762693,0.78440402,gjhk
16423035,0.247538045,gjhk
77723065,0.058176866,gjhk
94409494,0.557068861,gjhk
60123490,0.119980401,gjhk
30730143,0.603344692,gjhk
72932143,0.89821998,gjhk
88468974,0.561967909,gjhk
53013383,0.843317106,gjhk
59399932,0.41746847,gjhk
91452040,0.898317994,gjhk
71103558,0.919272121,gjhk
74876964,0.45333737,gjhk
72651798,0.19875126,gjhk
64677315,0.664267074,gjhk
68375920,0.52240062,gjhk
91133047,0.207709445,gjhk
32521740,0.62493392,gjhk
56492320,0.897997348,gjhk
16448752,0.104747196,gjhk
53611058,0.145167465,gjhk
56321380,0.43730795,gjhk
57573521,0.371500963,gjhk
44334362,0.32474663,gjhk
24783302,0.786278517,gjhk
11882596,0.277256993,gjhk
20608296,0.683884651,gjhk
16826476,0.145996529,gjhk
29040644,0.958095568,gjhk
39876517,0.407547334,gjhk
95694930,0.426289247,gjhk
18849576,0.258994884,gjhk
63819785,0.148514239,gjhk
42933332,0.370782445,gjhk
96561113,0.249306795,gjhk
30445932,0.628952364,gjhk
30413552,0.935980397,gjhk
78608861,0.608113678,gjhk
50569425,0.104362497,gjhk
20027984,0.132135297,gjhk
26711144,0.564556395,gjhk
48445573,0.066139283,gjhk
22234343,0.705842194,gjhk
65629329,0.220165747,gjhk
55337221,0.369633046,gjhk
86755292,0.694093168,gjhk
89126683,0.873128921,gjhk
55836266,0.060031437,gjhk
19211986,0.676956981,gjhk
65522542,0.099304881,gjhk
79067575,0.585530803,gjhk
33932361,0.66187013,gjhk
89063607,0.997725953,gjhk
68259098,0.004767468,gjhk
77339964,0.91087859,gjhk
69413679,0.291383003,gjhk
40447309,0.766044497,gjhk
60236665,0.04589733,gjhk
38527564,0.302156655,gjhk
81702297,0.428505819,gjhk
16152795,0.278522679,gjhk
74017235,0.458297249,gjhk
93038998,0.619816058,gjhk
42126124,0.890399078,gjhk
72513053,0.872683646,gjhk
85828935,0.695834105,gjhk
13901679,0.731848108,gjhk
96860397,0.781077314,gjhk
11655719,0.642771183,gjhk
33677925,0.215800445,gjhk
28187494,0.556082281,gjhk
15296088,0.091309302,gjhk
12482612,0.745304334,gjhk
38190496,0.058482008,gjhk
52213234,0.753562132,gjhk
31868610,0.162565076,gjhk
57705269,0.363347766,gjhk
54366764,0.147701361,gjhk
54257649,0.356974985,gjhk
37447401,0.764745834,gjhk
67022017,0.919106188,gjhk
85812234,0.930072482,gjhk
73963378,0.121713235,gjhk
71755594,0.693390016,gjhk
29852831,0.223808093,gjhk
74281018,0.730301878,gjhk
94237373,0.593123781,gjhk
43787241,0.659064108,gjhk
66770484,0.509125878,gjhk
11480374,0.393021082,gjhk
22085853,0.448910145,gjhk
38949574,0.368401064,gjhk
67582552,0.410334901,gjhk
59472487,0.752753983,gjhk
27805488,0.603094171,gjhk
82495990,0.120339133,gjhk
71496951,0.673265396,gjhk
25581975,0.240418717,gjhk
49914131,0.977866386,gjhk
69104699,0.642432647,gjhk
61269411,0.888727834,gjhk
88571453,0.270854504,gjhk
55010491,0.103482178,gjhk
51874072,0.5440781,gjhk
39875866,0.399127408,gjhk
71632811,0.576769259,gjhk
57709172,0.259289939,gjhk
69217552,0.176305509,gjhk
65155264,0.985463819,gjhk
77790752,0.103001999,gjhk
21570192,0.118051511,gjhk
62038022,0.313572056,gjhk
67563691,0.489146249,gjhk
91801577,0.855220922,gjhk
83511731,0.81041905,gjhk
77398620,0.814694766,gjhk
68709651,0.512707383,gjhk
75911560,0.906972707,gjhk
35403306,0.946603603,gjhk
42793255,0.70124483,gjhk
33182190,0.55110036,gjhk
37211213,0.788724201,gjhk
87061911,0.690122852,gjhk
60364004,0.733380884,gjhk
88062005,0.601411438,gjhk
82359991,0.720396189,gjhk
28180547,0.746279029,gjhk
71630380,0.100478934,gjhk
13823173,0.676975559,gjhk
90816826,0.921716592,gjhk
52701055,0.69049146,gjhk
58266871,0.200707831,gjhk
81964801,0.767155931,gjhk
68987111,0.636931497,gjhk
15599707,0.714252186,gjhk
80794867,0.483381334,gjhk
68870237,0.842670221,gjhk
54932609,0.373264537,gjhk
22778894,0.779664945,gjhk
49544077,0.890264804,gjhk
17423143,0.394050149,gjhk
12179663,0.692198124,gjhk
43197817,0.285030398,gjhk
42229482,0.8077447,gjhk
42453884,0.049635492,gjhk
52553857,0.223735808,gjhk
13874592,0.08368253,gjhk
90708070,0.939324826,gjhk
35064030,0.194985333,gjhk
96802885,0.896971701,gjhk
66111805,0.51372138,gjhk
83588592,0.226091954,gjhk
45112434,0.946509252,gjhk
15157016,0.352770373,gjhk
97905385,0.218130636,gjhk
44103424,0.663625968,gjhk
26631048,0.417766678,gjhk
11677146,0.276083828,gjhk
80677044,0.4177251,gjhk
17978829,0.881691457,gjhk
31138169,0.742474281,gjhk
14227981,0.486689809,gjhk
93754265,0.525395569,gjhk
37842973,0.720179369,gjhk
36710887,0.952976754,gjhk
18273797,0.38654724,gjhk
17628121,0.798166347,gjhk
99985437,0.448483661,gjhk
17872507,0.74286457,gjhk
51148516,0.983027705,gjhk
69094869,0.828057275,gjhk
35995976,0.456441862,gjhk
95212364,0.80840823,gjhk
60010470,0.152500129,gjhk
50011927,0.606697802,gjhk
89323285,0.95399532,gjhk
98074661,0.628168281,gjhk
36381851,0.481069982,gjhk
79483172,0.711894588,gjhk
28209415,0.815785333,gjhk
84000370,0.42458969,gjhk
43818021,0.222852649,gjhk
60487266,0.94227002,gjhk
11499851,0.124476478,gjhk
16600772,0.214981227,gjhk
61185468,0.366349505,gjhk
39063365,0.481728766,gjhk
52986812,0.436206161,gjhk
88801075,0.859799037,gjhk
14529326,0.619307964,gjhk
52136932,0.359484432,gjhk
11190431,0.054791355,gjhk
35891767,0.451522206,gjhk
59701329,0.411099461,gjhk
34308807,0.752224097,gjhk
68637883,0.529082459,gjhk
46960298,0.617234752,gjhk
87529027,0.270020576,gjhk
62369443,0.239276428,gjhk
87449556,0.268277192,gjhk
46204257,0.992365532,gjhk
59734999,0.401319158,gjhk
25725175,0.737679185,gjhk
93600401,0.99778786,gjhk
97603334,0.973365171,gjhk
92315353,0.684732373,gjhk
65940689,0.673471097,gjhk
22645849,0.926797142,gjhk
70333687,0.368439179,gjhk
51371430,0.208821868,gjhk
51484310,0.288693315,gjhk
44461172,0.766859432,gjhk
89080517,0.484208816,gjhk
99790213,0.464608177,gjhk
71423718,0.741685671,gjhk
80590739,0.578928252,gjhk
31938316,0.400494428,gjhk
41712754,0.465756911,gjhk
87532467,0.860082975,gjhk
19797131,0.930601405,gjhk
54591771,0.445644946,gjhk
71550376,0.0079891,gjhk
25075364,0.25160193,gjhk
80116395,0.813142094,gjhk
47207150,0.009830981,gjhk
40643691,0.944431907,gjhk
25085706,0.889720245,gjhk
29566643,0.912854679,gjhk
64568846,0.390379785,gjhk
72108053,0.777465921,gjhk
85488193,0.86569325,gjhk
27469194,0.406717645,gjhk
88892172,0.726203301,gjhk
85261269,0.641152362,gjhk
40203748,0.476609688,gjhk
40729821,0.044086491,gjhk
95651300,0.398971823,gjhk
41879466,0.653781576,gjhk
45181601,0.664324542,gjhk
39588898,0.133069605,gjhk
54459927,0.161394644,gjhk
72743240,0.855201408,gjhk
20523553,0.15766131,gjhk
95207009,0.070407169,gjhk
14991480,0.988218692,gjhk
70195573,0.822598347,gjhk
46059384,0.850847491,gjhk
62769348,0.766834817,gjhk
34655008,0.468655545,gjhk
78025633,0.732159015,gjhk
91953561,0.658897512,gjhk
18480118,0.935730974,gjhk
74048134,0.712557175,gjhk
98942572,0.929139995,gjhk
33806546,0.527099483,gjhk
86485432,0.857427651,gjhk
92324017,0.894679859,gjhk
41820818,0.896031722,gjhk
56599021,0.073349147,gjhk
89360231,0.301154146,gjhk
85038334,0.531831777,gjhk
92707168,0.234979617,gjhk
42984743,0.043594892,gjhk
32872360,0.111819464,gjhk
89775443,0.085782846,gjhk
12794872,0.703461726,gjhk
75682605,0.771188905,gjhk
35138701,0.770105783,gjhk
11676060,0.772593991,gjhk
87644307,0.116550522,gjhk
81817450,0.383114531,gjhk
57499159,0.532422873,gjhk
52864000,0.16660254,gjhk
46506073,0.604097613,gjhk
64979341,0.940765131,gjhk
53253587,0.643419342,gjhk
35573597,0.612449149,gjhk
72253394,0.476920772,gjhk
28128378,0.805447173,gjhk
77966767,0.448891501,gjhk
98521368,0.637413907,gjhk
41424666,0.456106527,gjhk
44125445,0.42435832,gjhk
66730616,0.632913667,gjhk
79251504,0.915912014,gjhk
97607809,0.687771373,gjhk
34767143,0.642204747,gjhk
47120173,0.564230476,gjhk
20851438,0.649664912,gjhk
48046606,0.433088862,gjhk
94734574,0.535624228,gjhk
58989385,0.987228669,gjhk
64209778,0.963089518,gjhk
84640652,0.614821639,gjhk
29047657,0.274245605,gjhk
18227759,0.841597571,gjhk
22981350,0.97134966,gjhk
66083773,0.721483674,gjhk
51117171,0.755420988,gjhk
63084946,0.133773487,gjhk
88771052,0.934964266,gjhk
11345738,0.530297651,gjhk
96991954,0.692339892,gjhk
92938544,0.363302353,gjhk
16792695,0.569574417,gjhk
47464037,0.667640972,gjhk
31772823,0.761647455,gjhk
34169711,0.977185716,gjhk
91839722,0.585917876,gjhk
46459619,0.719505464,gjhk
37900830,0.003666709,gjhk
31217440,0.003103834,gjhk
35689054,0.120750389,gjhk
50016614,0.368635195,gjhk
30155609,0.299383063,gjhk
40076997,0.770870063,gjhk
10213335,0.96227515,gjhk
30410549,0.842766092,gjhk
31541775,0.774440887,gjhk
62639623,0.012534026,gjhk
73249609,0.158999734,gjhk
13205885,0.555087567,gjhk
85407067,0.364433812,gjhk
66939298,0.837751195,gjhk
55599701,0.531671883,gjhk
61184712,0.884215513,gjhk
65258869,0.875893675,gjhk
63553606,0.089534712,gjhk
68754997,0.585567514,gjhk
76523774,0.653259408,gjhk
52244355,0.66288558,gjhk
13594833,0.618018042,gjhk
34433233,0.720248957,gjhk
24099620,0.213648001,gjhk
95601291,0.294554688,gjhk
47752154,0.44746728,gjhk
72039870,0.018681317,gjhk
18123177,0.742629047,gjhk
80037464,0.909316078,gjhk
47004272,0.43735657,gjhk
34068938,0.268410962,gjhk
50679223,0.974500207,gjhk
40593112,0.857264043,gjhk
54117363,0.191123898,gjhk
80445990,0.441884318,gjhk
12080496,0.51826891,gjhk
78542220,0.413007928,gjhk
78538829,0.267886329,gjhk
71218116,0.117464843,gjhk
27397836,0.869385468,gjhk
69069308,0.929825948,gjhk
86503817,0.910778411,gjhk
11881159,0.307453855,gjhk
17163974,0.769927429,gjhk
98175442,0.213719321,gjhk
68314257,0.878791157,gjhk
50483858,0.639823894,gjhk
20076054,0.869235889,gjhk
37297225,0.957561338,gjhk
54055366,0.364090716,gjhk
33364372,0.292922873,gjhk
74515889,0.82695482,gjhk
38136772,0.488480446,gjhk
75131467,0.728448077,gjhk
66480306,0.279817042,gjhk
38081624,0.489147103,gjhk
23812709,0.89746122,gjhk
79953390,0.467908009,gjhk
11833222,0.952807062,gjhk
17782868,0.819147547,gjhk
71630596,0.873720152,gjhk
14167278,0.956560493,gjhk
73463994,0.538257492,gjhk
60384122,0.211911224,gjhk
63248478,0.78464018,gjhk
16325288,0.524543152,gjhk
82400895,0.613311752,gjhk
97788353,0.387187122,gjhk
79724136,0.70885454,gjhk
91083850,0.060109212,gjhk
34155104,0.619654875,gjhk
47257015,0.953379526,gjhk
65935295,0.416301094,gjhk
56088912,0.198077641,gjhk
71889011,0.523578989,gjhk
98982977,0.382452071,gjhk
25532994,0.262647042,gjhk
47091361,0.793844507,gjhk
18817133,0.45828181,gjhk
71604152,0.753929598,gjhk
81604163,0.741968881,gjhk
74714742,0.342635949,gjhk
30244542,0.53706738,gjhk
88910162,0.981835297,gjhk
20020863,0.004249719,gjhk
59975655,0.2260353,gjhk
71434143,0.196789812,gjhk
97860659,0.358022707,gjhk
76255058,0.590711261,gjhk
27110411,0.705221097,gjhk
85977583,0.511276383,gjhk
35802938,0.187721903,gjhk
49316970,0.261705992,gjhk
58498934,0.561833384,gjhk
29938262,0.846862644,gjhk
21845815,0.982710306,gjhk
24654218,0.502022045,gjhk
96982594,0.710453428,gjhk
74662360,0.797460162,gjhk
18264819,0.907611967,gjhk
41613593,0.906655164,gjhk
97134586,0.815174309,gjhk
70298091,0.154548037,gjhk
55340677,0.855120789,gjhk
77913396,0.258976371,gjhk
88985089,0.989710487,gjhk
86460322,0.859200746,gjhk
64231126,0.37391346,gjhk
82730180,0.525427641,gjhk
76189749,0.399405003,gjhk
73565338,0.261300545,gjhk
82000878,0.816258277,gjhk
51946920,0.131274321,gjhk
23534421,0.024302111,gjhk
83602064,0.251468616,gjhk
11844614,0.039189002,gjhk
76519486,0.993362923,gjhk
61100020,0.120202216,gjhk
15072210,0.5553721,gjhk
13314111,0.446399522,gjhk
75265355,0.879208846,gjhk
30268641,0.244481554,gjhk
74690935,0.662430386,gjhk
51257993,0.803907865,gjhk
44196053,0.31119664,gjhk
18828937,0.428357708,gjhk
53990164,0.815201668,gjhk
81440839,0.610791766,gjhk
73505456,0.628304488,gjhk
73425968,0.718662218,gjhk
23116224,0.059806834,gjhk
52315437,0.645132902,gjhk
15213782,0.610230043,gjhk
86489186,0.232183732,gjhk
47490043,0.737932612,gjhk
84087708,0.673219471,gjhk
43575443,0.66769812,gjhk
60010913,0.461905285,gjhk
33411460,0.593958581,gjhk
64749981,0.575844407,gjhk
27793602,0.219195899,gjhk
97834613,0.508902574,gjhk
21430228,0.966839293,gjhk
99825448,0.081065248,gjhk
51265860,0.386964071,gjhk
82993227,0.003143943,gjhk
76614975,0.718541173,gjhk
13243408,0.866505496,gjhk
88950469,0.113818926,gjhk
98555603,0.075484311,gjhk
46613931,0.130673174,gjhk
12804636,0.913212264,gjhk
59868839,0.041846297,gjhk
62383732,0.994350318,gjhk
44414249,0.111620317,gjhk
58969777,0.336081317,gjhk
17599379,0.303853939,gjhk
63076295,0.413067833,gjhk
96550518,0.93160617,gjhk
34247334,0.545940963,gjhk
18124176,0.584960718,gjhk
24611344,0.929001535,gjhk
76846209,0.848078838,gjhk
29206458,0.024515841,gjhk
19202392,0.221270878,gjhk
49242361,0.097392768,gjhk
87075341,0.581094952,gjhk
56819373,0.873939393,gjhk
21014003,0.36878434,gjhk
32181149,0.452439785,gjhk
74243556,0.859849312,gjhk
26583729,0.06368905,gjhk
79185992,0.33512447,gjhk
82981850,0.424236325,gjhk
67357728,0.669928198,gjhk
28441433,0.279682701,gjhk
71515797,0.928132934,gjhk
34643286,0.179498947,gjhk
75010682,0.864554393,gjhk
70434116,0.452329014,gjhk
26244204,0.288571308,gjhk
60043361,0.02948521,gjhk
68454928,0.84024491,gjhk
57921080,0.532380315,gjhk
46868377,0.029219933,gjhk
51968498,0.399667313,gjhk
13646470,0.441715567,gjhk
28722107,0.410099883,gjhk
25996349,0.29185541,gjhk
76361080,0.040769578,gjhk
53382624,0.360875336,gjhk
41662034,0.493918704,gjhk
26254298,0.372346848,gjhk
57542616,0.695577943,gjhk
26268716,0.969131492,gjhk
22680853,0.387634291,gjhk
48226344,0.657069101,gjhk
96137026,0.954044771,gjhk
38938719,0.812507741,gjhk
46547653,0.240922962,gjhk
46308645,0.042145183,gjhk
66969356,0.175469663,gjhk
93693390,0.90816934,gjhk
22685191,0.287807697,gjhk
42375306,0.202538962,gjhk
35144336,0.496845241,gjhk
78173568,0.434745588,gjhk
27245727,0.179814013,gjhk
91248347,0.188517313,gjhk
54814718,0.348035073,gjhk
23254668,0.6579421,gjhk
15866285,0.353120164,gjhk
10631888,0.155556149,gjhk
92392621,0.118834718,gjhk
25745095,0.198693224,gjhk
14591810,0.666437941,gjhk
74413367,0.73954439,gjhk
22453437,0.746350064,gjhk
42751850,0.988464205,gjhk
59950600,0.368736069,gjhk
98885096,0.075643272,gjhk
43213352,0.691605808,gjhk
90002813,0.151813301,gjhk
51507053,0.221971806,gjhk
